field_1,X,Y,bio1,bio12,bio15,bio7
"194",-10.6458333333334,7.02083333333337,259.926662445068,"2992",72.2228622436523,134.320011138916
"198",25.2708333333332,13.9375,254.074993133545,"238",169.122482299805,296.000003814697
"202",37.8958333333332,13.9791666666667,267.194995880127,"631",128.083435058594,227.040004730225
"204",7.14583333333325,23.9375,215.960006713867,"43",27.0569972991943,323.400001525879
"219",4.93749999999992,16.5625,291.03666305542,"197",151.245986938477,279.280014038086
"221",19.3124999999999,-1.56249999999996,253.425006866455,"1958",30.8844928741455,107.800006866455
"222",9.35416666666658,8.43750000000004,277.221660614014,"1298",92.8313217163086,185.64001083374
"224",33.8124999999999,4.31250000000004,232.175006866455,"757",49.6480331420898,156.800003051758
"228",22.6874999999999,11.6041666666667,258.355007171631,"666",130.460388183594,261.640014648438
"240",-0.937500000000071,28.6041666666667,248.768329620361,"15",46.9017639160156,402.200012207031
"243",-8.47916666666672,16.9791666666667,295.590000152588,"167",136.836776733398,287.880001068115
"247",-10.6458333333334,7.89583333333337,259.075012207031,"2654",66.2795562744141,175.280017852783
"252",10.2708333333332,19.9375,264.554996490479,"16",82.4035949707031,328.560028076172
"255",15.6458333333332,15.3125,279.53332901001,"120",156.117431640625,276.24002456665
"262",32.6041666666665,4.02083333333337,195.563335418701,"1450",63.0840530395508,140.120000839233
"263",28.5624999999999,-0.0208333333333002,225.913333892822,"1398",23.1244029998779,110.559997558594
"266",33.0624999999999,2.2291666666667,233.040008544922,"1339",52.9379920959473,165.839996337891
"268",28.9374999999999,8.4791666666667,279.583339691162,"860",101.372840881348,194.360027313232
"271",13.8541666666666,-1.0208333333333,243.218326568604,"1820",54.386775970459,112.200012207031
"277",33.1041666666665,12.4791666666667,283.20499420166,"448",125.564407348633,263.879985809326
"281",34.8124999999999,15.7291666666667,289.611663818359,"174",150.865447998047,275.640029907227
"290",20.0208333333332,20.5208333333334,245.38667678833,"5",63.5531730651855,310.15998840332
"292",-1.56250000000007,18.3958333333334,288.600006103516,"80",135.475708007812,290.999984741211
"294",34.4374999999999,6.64583333333337,254.996662139893,"1167",52.6176986694336,192.560005187988
"297",-6.27083333333339,25.6875,261.235008239746,"13",55.8960075378418,382.280006408691
"298",5.14583333333326,12.1458333333334,281.140003204346,"784",118.942428588867,237.639999389648
"300",8.35416666666659,13.6875,273.174991607666,"379",157.263763427734,246.12003326416
"306",-9.35416666666672,16.1458333333334,296.631660461426,"247",143.384002685547,280.999984741211
"311",3.93749999999992,21.9375,257.028331756592,"29",114.012084960938,326.400032043457
"312",31.9791666666665,8.4791666666667,280.561676025391,"788",97.5730514526367,190.960006713867
"318",21.6041666666666,8.89583333333337,265.184993743896,"983",98.7545928955078,228.319988250732
"320",9.35416666666658,19.1041666666667,259.763336181641,"39",109.504302978516,323.919982910156
"333",30.3541666666665,5.9791666666667,270.74499130249,"1029",77.2062454223633,188.320007324219
"337",35.9374999999999,16.6458333333334,298.781661987305,"118",149.766891479492,265.080032348633
"340",29.3124999999999,3.9791666666667,248.431663513184,"1493",56.184944152832,170.999984741211
"348",-11.0208333333334,26.4791666666667,226.331672668457,"28",61.7914390563965,279.23999786377
"354",25.1458333333332,14.1458333333334,239.616661071777,"242",170.231781005859,283.159999847412
"358",4.47916666666659,14.3541666666667,289.906673431396,"343",144.124588012695,241.560001373291
"362",6.93749999999992,6.56250000000004,272.189998626709,"1548",75.249626159668,132.120018005371
"363",-5.93750000000006,15.0625,288.479995727539,"349",145.367980957031,291.120014190674
"365",13.2291666666666,-2.0208333333333,231.736660003662,"1880",65.1588821411133,110.839996337891
"366",-12.9791666666667,17.9791666666667,298.696670532227,"128",142.274139404297,270.48002243042
"371",35.9374999999999,11.3541666666667,179.933338165283,"1739",106.237861633301,189.799995422363
"373",12.7291666666666,25.4791666666667,228.288326263428,"13",32.0907821655273,349.360008239746
"374",-16.6458333333334,20.9791666666667,228.281669616699,"25",71.1343612670898,192.480010986328
"378",30.7708333333332,18.2708333333334,280.655002593994,"31",199.990173339844,326.640014648438
"397",14.1041666666666,8.43750000000004,263.538341522217,"1115",104.519012451172,197.239990234375
"399",37.7291666666665,15.4791666666667,288.746662139893,"351",142.495162963867,224.520015716553
"404",30.9791666666665,6.43750000000004,276.674995422363,"917",79.6730270385742,189.160022735596
"409",19.5208333333332,19.7708333333334,262.986660003662,"8",73.8548965454102,311.479988098145
"417",7.81249999999991,18.3541666666667,284.419994354248,"61",129.901473999023,292.280006408691
"430",26.1458333333332,17.9375,248.106670379639,"40",162.385391235352,307.760009765625
"434",20.5208333333332,19.3125,259.018325805664,"7",78.3228912353516,299.720001220703
"435",-10.3541666666667,12.0625,268.756656646729,"1132",120.536323547363,233.440017700195
"441",4.64583333333326,24.3541666666667,247.374992370605,"25",32.3093490600586,346.119995117188
"445",3.97916666666659,13.0208333333334,288.293342590332,"564",128.409927368164,238.360004425049
"448",32.8124999999999,18.6875,286.38334274292,"23",125.300384521484,318.839988708496
"450",-8.39583333333339,16.3125,295.734996795654,"238",136.40837097168,283.199996948242
"453",22.8541666666666,4.9791666666667,247.455005645752,"1569",62.0073547363281,168.920001983643
"454",18.2708333333332,4.64583333333337,255.591659545898,"1471",63.5349617004395,163.399982452393
"457",9.77083333333325,0.812500000000043,259.500007629395,"2777",68.9162673950195,100.800018310547
"458",2.10416666666659,18.1458333333334,284.428329467773,"116",145.639755249023,295.919990539551
"460",13.1041666666666,0.770833333333371,238.713340759277,"1643",59.1777763366699,124.92000579834
"465",3.60416666666659,16.8541666666667,296.42333984375,"169",150.400650024414,281.400012969971
"476",37.1041666666665,6.89583333333337,206.504993438721,"1472",49.9807929992676,187.560005187988
"482",29.8541666666665,10.7708333333334,282.665004730225,"683",111.726699829102,222.399997711182
"485",-1.5208333333334,20.1458333333334,286.79500579834,"42",119.294593811035,322.239990234375
"487",23.5624999999999,24.0208333333334,234.028339385986,"2",33.3642387390137,318.080024719238
"488",-14.0625,18.1458333333334,288.701667785645,"104",149.477523803711,257.919998168945
"493",-13.2708333333334,14.8125,283.824996948242,"766",136.753112792969,238.440017700195
"502",30.3124999999999,23.3125,253.934993743896,"0",0,356.279983520508
"506",19.1874999999999,22.4375,198.155002593994,"21",51.7173156738281,315.960006713867
"513",-0.812500000000071,9.89583333333337,283.703327178955,"1044",91.8993072509766,199.2799949646
"515",5.06249999999992,7.81250000000004,246.389999389648,"1319",69.5586166381836,138.560009002686
"516",32.8541666666665,17.3125,290.498332977295,"53",159.096420288086,302.960014343262
"518",26.7708333333332,14.2291666666667,257.79333114624,"204",166.143966674805,277.280006408691
"524",-4.6458333333334,23.6875,281.061668395996,"9",65.0388793945312,371.559982299805
"527",14.3958333333332,5.4791666666667,229.416675567627,"1528",71.5621795654297,150.879993438721
"531",2.52083333333326,27.3541666666667,257.238330841064,"24",58.603271484375,380.559997558594
"536",-5.56250000000006,13.8958333333334,264.896659851074,"591",134.900039672852,279.440002441406
"544",0.562499999999929,18.0208333333334,297.763328552246,"118",139.649917602539,288.400001525879
"549",-7.72916666666673,23.5625,277.316665649414,"14",83.1079940795898,364.000015258789
"551",17.6041666666666,2.56250000000004,247.759990692139,"1686",40.2511138916016,122.560005187988
"556",12.5624999999999,24.3125,225.581665039062,"16",33.3642387390137,340.880012512207
"558",-6.68750000000006,20.8541666666667,284.258327484131,"24",105.409255981445,329.519996643066
"565",2.60416666666659,22.7708333333334,263.894996643066,"25",100.162559509277,345.200004577637
"570",-5.89583333333339,14.4791666666667,278.918342590332,"447",144.311157226562,277.960014343262
"571",24.7291666666666,10.3541666666667,269.650001525879,"693",120.557846069336,251.960010528564
"574",28.7291666666666,7.06250000000004,269.563331604004,"1053",87.6218109130859,185.719985961914
"579",-8.39583333333339,14.6041666666667,280.883331298828,"496",140.7421875,269.799995422363
"581",-13.6875,13.1458333333334,273.185005187988,"904",130.066513061523,233.440017700195
"583",-4.06250000000006,15.9791666666667,280.881671905518,"239",149.156921386719,267.480010986328
"584",27.3541666666666,11.6875,281.173324584961,"415",129.276550292969,256.880016326904
"590",22.9374999999999,22.1875,234.893341064453,"2",33.3642387390137,319.759998321533
"600",31.5624999999999,2.64583333333337,245.79833984375,"1058",49.6019439697266,185
"603",-14.8958333333334,11.6458333333334,267.823333740234,"2033",132.19921875,199.360027313232
"604",29.6041666666665,-0.312499999999957,232.443332672119,"1040",34.5450668334961,95.9600067138672
"611",7.68749999999991,24.9375,218.068332672119,"41",26.3660411834717,345.400009155273
"617",33.1458333333332,13.1041666666667,287.250003814697,"391",137.937103271484,268.839988708496
"621",5.02083333333326,21.1875,253.63166809082,"30",118.431304931641,313.600006103516
"629",-14.5625,12.4791666666667,264.144992828369,"1315",131.068939208984,228.040008544922
"637",-2.85416666666674,8.02083333333337,259.661674499512,"1060",65.3055801391602,142.080020904541
"639",7.35416666666659,9.14583333333337,265.356674194336,"1342",95.4375991821289,176.559982299805
"643",28.3541666666666,21.0208333333334,243.278331756592,"4",66.5718994140625,333.759994506836
"647",25.8958333333332,16.8958333333334,247.434997558594,"73",176.684356689453,303.840026855469
"657",19.4374999999999,7.43750000000004,244.581661224365,"1226",91.3018417358398,195.719985961914
"664",2.97916666666659,6.6041666666667,270.221672058105,"1366",72.062141418457,113.080024719238
"670",11.0208333333332,-0.479166666666629,240.311660766602,"2068",71.2091979980469,110.480003356934
"674",14.5208333333332,26.2708333333334,225.109996795654,"13",52.0139846801758,337.319984436035
"676",36.0208333333332,2.39583333333337,274.21667098999,"316",64.1754608154297,159.76001739502
"680",27.3541666666666,6.18750000000004,258.118324279785,"1289",76.9655227661133,178.120021820068
"685",-2.1458333333334,7.4791666666667,258.613338470459,"1189",62.1990661621094,129.76001739502
"689",21.2291666666666,13.1041666666667,283.728332519531,"482",149.667007446289,253.359985351562
"690",17.4374999999999,1.39583333333337,251.911659240723,"1719",33.6841735839844,117.800006866455
"699",0.895833333333258,17.2291666666667,296.941661834717,"142",144.517562866211,280.160007476807
"702",0.562499999999929,5.77083333333337,274.783325195312,"894",71.5465850830078,112.799987792969
"705",34.6874999999999,1.7291666666667,186.881675720215,"1265",54.3101272583008,136.440000534058
"709",15.2291666666666,17.7708333333334,267.278327941895,"56",131.270080566406,307.280006408691
"710",-1.3958333333334,11.3541666666667,278.57666015625,"919",109.621574401855,204.80001449585
"711",-12.0208333333334,13.9791666666667,289.064998626709,"734",135.087265014648,236.319999694824
"725",7.72916666666659,25.5625,210.559997558594,"46",30.347677230835,342.639999389648
"729",-11.6875,12.1875,269.559993743896,"1199",121.931770324707,212.160015106201
"742",25.6041666666666,22.4791666666667,215.30834197998,"7",42.2247123718262,326.479988098145
"748",33.0208333333332,6.9791666666667,275.603332519531,"911",72.7183380126953,184.919986724854
"751",31.3124999999999,-0.3958333333333,206.585006713867,"824",48.6128349304199,132.559995651245
"753",35.5208333333332,19.3125,274.594993591309,"48",113.137084960938,263.239994049072
"780",-1.5208333333334,23.7708333333334,276.128330230713,"9",69.4532012939453,356.520004272461
"795",34.8541666666665,14.3958333333334,266.123332977295,"416",144.441802978516,243.439979553223
"802",19.8124999999999,21.2708333333334,242.683334350586,"4",48.8504219055176,326.360015869141
"805",-5.06250000000006,28.1875,249.934997558594,"22",57.9616012573242,397.519989013672
"810",7.85416666666659,15.0625,277.159996032715,"248",163.17057800293,253.359985351562
"811",23.5624999999999,-0.729166666666629,253.010005950928,"1943",24.6963348388672,112.680015563965
"812",-0.312500000000071,28.1041666666667,246.848335266113,"12",42.6401443481445,405.839996337891
"823",5.72916666666659,17.4375,291.203327178955,"128",149.28401184082,293.759994506836
"827",1.60416666666659,7.43750000000004,268.369998931885,"1046",64.556755065918,140.959987640381
"829",15.8541666666666,10.2708333333334,280.208339691162,"778",124.866157531738,226.999988555908
"836",21.1874999999999,20.7291666666667,248.891677856445,"2",49.4871673583984,316.000022888184
"847",5.18749999999992,16.6458333333334,290.463333129883,"186",150.653198242188,279.120025634766
"848",11.1874999999999,-2.81249999999996,242.889995574951,"1623",76.723258972168,119.31999206543
"849",27.9374999999999,16.1458333333334,256.458339691162,"96",181.216735839844,289.440021514893
"857",-6.22916666666673,14.0208333333334,281.633338928223,"545",140.453979492188,286.679992675781
"885",12.0208333333332,0.687500000000043,239.885005950928,"1655",64.6876831054688,115.520000457764
"901",-9.89583333333339,16.5208333333334,298.299999237061,"210",145.39892578125,274.599990844727
"903",28.0624999999999,6.18750000000004,261.233329772949,"1226",78.123664855957,181.719989776611
"904",19.0624999999999,15.1458333333334,292.508335113525,"130",156.066131591797,257.960014343262
"908",25.6458333333332,27.4791666666667,213.339996337891,"24",66.6666641235352,317.040004730225
"918",0.812499999999929,29.6875,238.586654663086,"26",42.2247123718262,401.28002166748
"929",10.2291666666666,2.4791666666667,240.970001220703,"2328",59.3982925415039,101.040000915527
"930",31.6041666666665,20.3541666666667,270.633335113525,"7",62.9182052612305,327.200012207031
"949",-8.35416666666672,5.56250000000004,251.478328704834,"2723",47.4995231628418,125.559997558594
"958",3.97916666666659,20.1875,262.906665802002,"51",163.677581787109,314.640007019043
"959",33.8958333333332,0.645833333333371,227.838325500488,"1306",38.4732322692871,135.68000793457
"963",2.06249999999993,6.31250000000004,271.847229003906,"1090",81.1431045532227,99.555549621582
"968",-14.1041666666667,17.6041666666667,292.553329467773,"130",151.891998291016,252.319984436035
"969",-12.6458333333334,9.93750000000004,281.129989624023,"2350",103.561676025391,202.879981994629
"971",33.6041666666665,0.812500000000043,229.641666412354,"1241",38.875129699707,137.160015106201
"987",9.27083333333325,14.6875,271.118335723877,"210",162.758941650391,256.120014190674
"992",10.3958333333332,15.2291666666667,275.403327941895,"111",162.513656616211,274.520015716553
"996",-0.395833333333407,21.9375,282.078323364258,"28",100.995048522949,339.560012817383
"997",-12.7708333333334,11.9791666666667,265.948333740234,"1516",115.850746154785,202.840003967285
"1008",9.27083333333325,14.5208333333334,272.854995727539,"228",161.920288085938,255.279998779297
"1012",-10.8541666666667,28.5625,199.43000793457,"87",77.3766403198242,197.960014343262
"1021",24.2708333333332,14.2291666666667,231.595001220703,"292",169.049743652344,280.960006713867
"1022",13.3958333333332,25.8125,226.688327789307,"13",43.2161598205566,339.279975891113
"1028",-6.93750000000006,26.8958333333334,257.703323364258,"20",56.1552238464355,375.599975585938
"1046",-6.14583333333339,23.8125,279.774990081787,"12",67.4199829101562,375.119972229004
"1062",25.8124999999999,12.9791666666667,264.923343658447,"279",150.049987792969,277.240009307861
"1064",17.5624999999999,6.89583333333337,255.539989471436,"1286",92.9936370849609,214.88000869751
"1069",-4.93750000000006,13.6041666666667,273.936672210693,"596",130.779571533203,268.680000305176
"1072",-5.35416666666673,16.6041666666667,290.884990692139,"181",138.38298034668,289.640007019043
"1076",-3.10416666666674,18.3541666666667,287.313327789307,"70",126.1708984375,310.60001373291
"1079",-2.72916666666674,11.4375,279.208335876465,"868",111.300453186035,197.320003509521
"1086",18.5624999999999,14.6041666666667,294.815006256104,"187",152.886688232422,256.520004272461
"1087",28.8541666666666,21.8958333333334,245.273342132568,"1",26.646936416626,339.92000579834
"1120",-9.72916666666672,6.52083333333337,256.294994354248,"2390",62.9013290405273,140.519981384277
"1122",19.6458333333332,24.7708333333334,224.150009155273,"2",33.3642387390137,315.439987182617
"1123",2.18749999999993,22.0625,268.280010223389,"29",121.933479309082,342.239990234375
"1125",12.3541666666666,23.6875,225.873336791992,"17",32.812198638916,340.07999420166
"1141",-9.56250000000006,12.6875,272.36499786377,"948",123.756309509277,238.720016479492
"1146",14.6458333333332,2.43750000000004,235.696659088135,"1629",47.3276443481445,140.839996337891
"1147",1.77083333333326,22.2708333333334,268.59167098999,"27",111.423858642578,344.199981689453
"1148",37.4374999999999,16.4375,286.62166595459,"190",131.17903137207,219.839973449707
"1149",1.43749999999993,30.6458333333334,219.104995727539,"36",43.9524536132812,393.920021057129
"1155",-13.2708333333334,20.8541666666667,284.728336334229,"54",123.436882019043,278.560009002686
"1172",-4.47916666666673,23.0208333333334,281.636657714844,"10",72.93359375,354.23999786377
"1173",18.0624999999999,18.4791666666667,271.346664428711,"27",105.062805175781,291.599998474121
"1181",-12.6875,27.6458333333334,206.086673736572,"37",79.1553573608398,176.440010070801
"1193",19.3541666666666,1.93750000000004,251.070003509521,"1734",33.6540145874023,123.999996185303
"1195",14.2291666666666,4.27083333333337,238.33833694458,"1528",60.4005393981934,129.680004119873
"1196",-3.47916666666674,10.3125,270.515003204346,"1026",92.2283630371094,172.840003967285
"1197",6.35416666666659,11.6458333333334,263.973331451416,"924",119.195045471191,228.439998626709
"1203",-16.2291666666667,12.9791666666667,265.321674346924,"1111",148.333480834961,199.799995422363
"1206",10.1041666666666,23.1458333333334,250.151672363281,"12",30.1511344909668,333.680000305176
"1215",34.2708333333332,7.2291666666667,258.988342285156,"1115",63.1455917358398,200.920009613037
"1217",21.0208333333332,14.2291666666667,278.595008850098,"321",161.027053833008,248.400001525879
"1231",6.52083333333325,18.8125,285.795001983643,"56",131.700714111328,310.800018310547
"1232",35.6041666666665,14.3125,268.090000152588,"523",141.1171875,235.56001663208
"1233",-7.47916666666673,6.56250000000004,259.351673126221,"1571",61.1730728149414,160.279998779297
"1234",23.4374999999999,23.8958333333334,233.495006561279,"2",33.3642387390137,321.880035400391
"1238",36.5624999999999,11.2708333333334,217.474994659424,"1643",114.420608520508,218.920021057129
"1246",2.68749999999992,21.8541666666667,268.649997711182,"29",136.972839355469,336.640014648438
"1270",-7.18750000000006,19.1458333333334,284.820003509521,"50",122.642364501953,306.960029602051
"1274",29.6041666666665,1.1041666666667,222.005004882812,"1463",25.9005641937256,111.159992218018
"1277",10.3958333333332,14.3125,275.699996948242,"215",159.858108520508,263.199996948242
"1281",34.1874999999999,8.4791666666667,273.904991149902,"905",88.7378540039062,197.600002288818
"1285",-4.93750000000006,12.8541666666667,275.053329467773,"749",121.448890686035,247.159996032715
"1287",31.3541666666665,4.18750000000004,265.691661834717,"1099",65.9219284057617,178.159999847412
"1289",-11.6875,7.77083333333337,264.909992218018,"2586",82.9401321411133,146.760005950928
"1294",11.2708333333332,29.6041666666667,197.884998321533,"32",56.1740341186523,334.360008239746
"1299",13.3541666666666,14.5625,281.071662902832,"175",174.381057739258,285.800018310547
"1303",4.52083333333326,17.4791666666667,291.013336181641,"133",149.318634033203,287.479972839355
"1304",10.4791666666666,21.8541666666667,259.261665344238,"11",51.9759101867676,335
"1308",4.72916666666659,10.0208333333334,274.358329772949,"1063",100.406982421875,211.680011749268
"1309",9.52083333333325,11.8958333333334,267.189998626709,"733",141.260681152344,265.400009155273
"1310",-0.854166666666735,30.4791666666667,220.591659545898,"46",42.1557235717773,400.039978027344
"1314",35.6041666666665,14.8958333333334,285.235004425049,"371",149.202865600586,254.079990386963
"1315",6.39583333333325,6.18750000000004,260.580005645752,"1896",70.5448226928711,123.879985809326
"1323",22.1041666666666,10.4375,271.149997711182,"737",115.679954528809,262.119998931885
"1326",-11.6875,21.9791666666667,264.408321380615,"37",123.317878723145,310.079975128174
"1329",-7.47916666666673,8.2291666666667,249.333324432373,"1298",75.6909866333008,202.279968261719
"1330",-8.27083333333339,18.8125,284.428329467773,"58",122.060234069824,299.079990386963
"1335",-16.3125,11.4375,261.315479278564,"2231",140.200317382812,152.285690307617
"1340",36.1874999999999,3.93750000000004,290.459995269775,"265",77.4835739135742,131.959991455078
"1346",-3.5208333333334,27.1458333333334,256.063327789307,"13",55.8960075378418,404.879989624023
"1367",27.9791666666666,12.6041666666667,277.094993591309,"329",137.987503051758,268.479976654053
"1370",-12.1458333333334,18.9791666666667,292.614994049072,"81",134.221176147461,289.88000869751
"1385",-7.43750000000006,30.2708333333334,148.93500328064,"342",66.8891525268555,330.800018310547
"1387",24.8124999999999,14.3541666666667,233.505001068115,"243",175.380584716797,288.800010681152
"1388",36.6041666666665,20.3125,231.67667388916,"70",74.3147811889648,228.319988250732
"1390",-15.3958333333334,15.8541666666667,285.258331298828,"319",147.696640014648,225.520000457764
"1394",23.6041666666666,23.8125,233.111667633057,"2",33.3642387390137,321.720008850098
"1397",-5.56250000000006,7.52083333333337,260.608329772949,"1097",60.064884185791,148.720016479492
"1401",27.3124999999999,17.3125,254.326667785645,"56",179.703018188477,297.320003509521
"1408",12.8958333333332,-1.60416666666663,230.144996643066,"1867",63.7617607116699,109.440002441406
"1412",38.2291666666665,10.5625,173.234996795654,"1123",105.437606811523,196.520004272461
"1414",29.2708333333332,1.31250000000004,228.361663818359,"1563",27.0880737304688,111.720008850098
"1415",9.10416666666658,28.1041666666667,224.92166519165,"23",49.4871673583984,367.479972839355
"1419",26.1458333333332,2.06250000000004,239.069995880127,"1786",37.7862968444824,120.839996337891
"1420",9.43749999999991,12.1041666666667,268.516674041748,"684",143.951675415039,269.679985046387
"1425",10.0208333333332,21.4791666666667,260.815010070801,"12",52.2232971191406,332.799987792969
"1431",-16.5208333333334,15.2708333333334,262.001667022705,"372",159.372207641602,199.320011138916
"1448",39.5208333333332,10.2708333333334,137.316665649414,"1064",118.086738586426,204.120006561279
"1451",6.52083333333325,18.9375,282.895011901855,"53",127.288093566895,309.559993743896
"1458",14.0208333333332,4.77083333333337,240.491676330566,"1503",65.630241394043,149.639987945557
"1460",36.1874999999999,5.27083333333337,256.206665039062,"1003",39.186882019043,176.759986877441
"1463",6.64583333333325,0.145833333333371,236.170463562012,"2248",58.0105018615723,93.6818313598633
"1469",37.2291666666665,15.7708333333334,289.524993896484,"284",144.18815612793,239.000015258789
"1472",31.5208333333332,14.5625,289.211654663086,"183",170.583282470703,257.439994812012
"1473",25.6874999999999,24.8958333333334,220.085010528564,"3",36.1813621520996,340.400009155273
"1498",26.1874999999999,11.6458333333334,270.99666595459,"411",132.770401000977,257.600021362305
"1507",-3.97916666666673,18.3541666666667,287.79333114624,"69",126.360900878906,315.360012054443
"1509",4.31249999999992,28.4375,232.779998779297,"27",43.7608070373535,392.999992370605
"1514",-10.5625000000001,18.9791666666667,278.850002288818,"67",120.035537719727,300.64001083374
"1519",30.0208333333332,0.145833333333371,202.256660461426,"1286",36.4569396972656,129.919996261597
"1521",-9.14583333333339,5.18750000000004,253.221664428711,"3823",55.4009971618652,114.640007019043
"1522",27.9374999999999,20.2291666666667,237.80834197998,"10",111.137825012207,324.84001159668
"1527",-13.9791666666667,15.0625,286.254997253418,"548",143.867202758789,242.319984436035
"1528",18.5208333333332,27.7708333333334,206.263332366943,"7",42.2247123718262,288.600006103516
"1532",10.8541666666666,21.7708333333334,259.580001831055,"11",51.9759101867676,336.12003326416
"1535",18.3124999999999,14.7708333333334,294.963340759277,"161",154.974853515625,256.719970703125
"1538",-8.31250000000006,15.1041666666667,282.941665649414,"395",142.094329833984,274.55997467041
"1544",33.9791666666665,15.3125,283.764991760254,"213",150.59423828125,268.560009002686
"1560",5.52083333333325,6.56250000000004,261.560001373291,"1839",67.7932510375977,123.199996948242
"1574",9.81249999999991,5.8541666666667,241.388339996338,"2255",75.2299346923828,119.680004119873
"1577",5.10416666666659,14.4791666666667,288.833332061768,"360",143.914489746094,245.320014953613
"1579",-6.18750000000006,13.4791666666667,279.079990386963,"644",131.968826293945,260.15998840332
"1586",-6.35416666666673,24.9791666666667,266.066665649414,"12",52.2232971191406,375.880012512207
"1587",-14.1875,23.7291666666667,223.120002746582,"39",85.7951354980469,229.279975891113
"1592",-0.979166666666735,6.18750000000004,257.509994506836,"1550",48.1909942626953,112.719974517822
"1595",-8.27083333333339,15.2291666666667,283.146667480469,"369",141.736267089844,272.519989013672
"1597",2.02083333333326,24.3958333333334,269.843330383301,"19",38.5627708435059,360.399971008301
"1598",22.6874999999999,21.0625,238.706665039062,"2",49.4871673583984,317.200012207031
"1600",5.10416666666659,8.52083333333337,261.434993743896,"1152",79.6518020629883,159.799995422363
"1606",25.7291666666666,0.645833333333371,244.545001983643,"1732",30.3339328765869,106.280002593994
"1613",-15.0625,12.9375,265.745010375977,"971",137.721908569336,227.080001831055
"1616",31.7291666666665,2.27083333333337,248.741664886475,"1154",44.7156219482422,152.080001831055
"1619",30.3541666666665,17.7291666666667,275.391674041748,"44",209.624633789062,315.36003112793
"1632",38.5624999999999,16.4791666666667,222.036666870117,"389",82.502571105957,202.639999389648
"1634",23.1458333333332,17.4791666666667,234.968338012695,"63",139.33869934082,301.159992218018
"1639",38.3958333333332,15.8125,220.37166595459,"459",133.589111328125,210.240020751953
