fid,field_1,X,Y,bio1,bio12,bio15,bio7
"95","339",87.5208333333331,47.8541666666667,26.1116671562195,"223",38.5497856140137,454.599990844727
"96","342",115.5625,40.3958333333334,98.0550003051758,"409",117.469505310059,430.15998840332
"97","344",58.6041666666665,46.6041666666667,78.7283325195312,"146",20.9461421966553,493.839988708496
"98","345",90.8124999999998,32.8125,-44.5716667175293,"407",117.777244567871,356.159973144531
"99","346",108.145833333333,51.0208333333334,-27.996666431427,"350",111.305435180664,499.560012817383
"100","350",55.1874999999998,56.6875,22.4066686630249,"544",34.9266242980957,413.79997253418
"101","353",135.979166666666,45.2291666666667,-3.83499920368195,"826",68.6559371948242,507.919998168945
"102","357",91.5624999999998,38.6458333333334,25.8616662025452,"40",90.3641510009766,426.920013427734
"103","359",92.9791666666665,65.8125,-99.2083358764648,"506",41.5327606201172,593.119964599609
"104","360",104.645833333333,41.8125,84.8799991607666,"69",111.603843688965,492.039985656738
"105","364",103.5625,29.3958333333334,170.846672058105,"1497",94.5468902587891,256.359996795654
"106","369",82.1458333333331,52.8541666666667,18.2950007915497,"417",38.6328048706055,467.399978637695
"107","372",101.770833333333,53.1458333333334,-18.0833351612091,"369",94.765754699707,504.119987487793
"108","375",65.1458333333332,36.0625,141.403331756592,"316",91.6472625732422,412.480010986328
"109","376",109.645833333333,31.7708333333334,109.556665420532,"1177",65.1721878051758,297.600002288818
"110","383",102.9375,37.8541666666667,77.1299982070923,"171",85.3661880493164,425.559997558594
"111","385",39.8124999999999,39.8541666666667,65.1266670227051,"616",49.503044128418,373.320007324219
"112","389",126.229166666666,36.6041666666667,126.604166030884,"1171",77.0125732421875,315
"113","391",49.5624999999999,35.4791666666667,98.9033317565918,"262",76.2193298339844,414.039993286133
"114","393",108.6875,33.3541666666667,99.4699954986572,"835",70.3197708129883,295.839996337891
"115","396",76.6458333333331,48.0625,28.2666683197021,"243",32.4873237609863,507.639999389648
"116","405",124.3125,55.4375,-65.9950017929077,"535",95.2464370727539,575.400009155273
"117","407",42.1458333333332,63.4791666666667,10.4333341121674,"536",36.7647743225098,393.199996948242
"118","408",90.9791666666665,66.0208333333334,-92.2483348846436,"525",37.4184150695801,568.880004882812
"119","412",88.9791666666665,30.5625,-0.236666928976774,"362",116.112770080566,344.959983825684
"120","420",51.0624999999998,35.6041666666667,160.30834197998,"259",68.636848449707,370.359992980957
"121","421",84.1458333333331,55.3541666666667,7.20166683197021,"477",40.6897392272949,456.599998474121
"122","424",135.770833333333,49.9375,-12.4600005149841,"644",83.7307739257812,600.879974365234
"123","425",139.5625,51.9791666666667,-15.0249993801117,"535",50.8797874450684,530.76000213623
"124","427",47.8958333333332,64.1458333333334,-8.03333163261414,"591",31.8195877075195,420
"125","428",33.4374999999999,49.5208333333334,80.7966709136963,"507",26.3278484344482,335.240020751953
"126","429",47.6874999999999,40.4791666666667,149.844999313354,"364",29.3873405456543,348.559989929199
"127","431",65.3958333333332,58.8541666666667,3.41333329677582,"498",49.9285430908203,477.399978637695
"128","436",111.0625,50.5625,-33.8983345031738,"419",110.469635009766,500.279998779297
"129","444",82.6458333333331,63.1041666666667,-50.7966709136963,"578",37.5516662597656,527.679977416992
"130","449",61.6874999999998,40.8958333333334,141.745004653931,"122",60.3559799194336,444.84001159668
"131","451",47.3124999999999,53.9375,40.6083345413208,"505",31.4607124328613,398.479995727539
"132","456",110.1875,64.2708333333334,-99.1699981689453,"342",56.8055267333984,623.560028076172
"133","459",73.9791666666665,46.8958333333334,59.1516637802124,"153",28.1030616760254,497.239990234375
"134","462",75.9791666666665,56.4375,3.9983344078064,"427",46.4101295471191,472.999992370605
"135","463",74.6458333333331,28.6875,257.934989929199,"290",128.386169433594,360.919990539551
"136","472",78.6458333333331,54.3125,13.328332901001,"336",46.3101844787598,471.559982299805
"137","479",102.354166666666,43.7291666666667,50.1999998092651,"111",98.1908721923828,515.23998260498
"138","480",95.4791666666665,42.7291666666667,59.3966674804688,"59",91.5739135742188,475.68000793457
"139","483",92.9374999999998,61.8125,-57.39333152771,"543",37.3261299133301,557.599983215332
"140","486",54.0624999999998,39.8541666666667,174.580001831055,"131",48.9909934997559,384.440002441406
"141","492",95.0624999999998,32.2708333333334,-35.3866672515869,"627",99.7995223999023,340.120010375977
"142","494",82.1458333333331,48.5625,18.1150007247925,"306",26.900707244873,534.47998046875
"143","496",108.604166666666,39.9375,69.0549993515015,"269",106.091064453125,472.320022583008
"144","497",70.0208333333332,53.2708333333334,19.42999958992,"309",58.7441673278809,457.439994812012
"145","500",135.895833333333,53.2708333333334,-54.4750022888184,"623",67.5163421630859,580.68000793457
"146","512",42.4791666666665,44.3541666666667,90.711669921875,"570",41.6706352233887,348.920021057129
"147","517",61.9791666666665,31.5625,218.036670684814,"59",104.301460266113,418.959999084473
"148","519",126.3125,60.3541666666667,-94.9316692352295,"379",66.4383697509766,630.07999420166
"149","520",91.2291666666665,35.5208333333334,-71.0183334350586,"234",118.861068725586,350.480003356934
"150","521",39.3541666666665,36.4375,188.090000152588,"284",80.7918701171875,398.800010681152
"151","522",49.3541666666665,58.7708333333334,23.2433342933655,"635",33.6689567565918,388.720016479492
"152","528",70.0624999999998,26.6458333333334,276.625003814697,"152",157.191970825195,367.959976196289
"153","533",58.4374999999998,46.8958333333334,72.9866647720337,"159",17.7342147827148,500.639991760254
"154","535",68.2291666666665,26.7291666666667,264.84167098999,"121",130.43522644043,373.280029296875
"155","537",96.6874999999998,30.0208333333334,15.5449998378754,"637",88.0503768920898,300.400009155273
"156","550",120.395833333333,31.3541666666667,157.71333694458,"971",53.5981330871582,312.159996032715
"157","559",123.104166666666,52.1458333333334,-47.3583316802979,"528",103.44026184082,565.879974365234
"158","564",44.7291666666665,51.2291666666667,55.6266641616821,"446",24.3190841674805,402.200012207031
"159","567",126.8125,59.3541666666667,-92.6366710662842,"424",69.7006225585938,639.239959716797
"160","585",69.7708333333332,37.9791666666667,166.863327026367,"611",86.9452896118164,392.919998168945
"161","589",75.4791666666665,48.1041666666667,29.7949981689453,"215",33.0868721008301,506.920013427734
"162","593",104.4375,54.6875,-33.4983325004578,"404",81.1647415161133,514.120025634766
"163","595",113.145833333333,30.0208333333334,170.326671600342,"1191",50.1161727905273,315.11999130249
"164","599",65.7291666666665,27.8541666666667,200.136661529541,"172",67.9658050537109,354.640007019043
"165","601",44.2291666666665,56.8541666666667,37.3899984359741,"614",30.5381240844727,367.040023803711
"166","602",62.7291666666665,49.3541666666667,50.9450006484985,"179",20.8302574157715,523.280029296875
"167","605",59.1874999999998,31.1458333333334,217.973327636719,"126",94.4225692749023,382.799987792969
"168","607",93.8958333333331,61.1875,-56.6900014877319,"528",40.3018913269043,548.440017700195
"169","608",63.2708333333332,62.2708333333334,-21.7000007629395,"536",46.4553985595703,486.999969482422
"170","609",52.0208333333332,35.4375,164.08166885376,"176",69.1942977905273,383.560028076172
"171","610",66.3124999999998,42.1458333333334,132.875003814697,"188",63.4636611938477,448.840026855469
"172","622",44.4374999999999,42.4791666666667,15.2150011062622,"1229",26.4603424072266,284.759998321533
"173","623",50.9374999999998,34.8541666666667,176.873340606689,"210",74.3120346069336,390.15998840332
"174","630",110.395833333333,41.7708333333334,46.6816663742065,"255",111.170417785645,482.519989013672
"175","631",58.0624999999998,44.5625,85.2616691589355,"121",37.7848892211914,454.759979248047
"176","634",64.6041666666665,55.5625,19.9566638469696,"394",51.0045280456543,448.160018920898
"177","635",105.020833333333,41.5625,94.4600009918213,"65",110.490264892578,508.360023498535
"178","638",95.2708333333331,32.1458333333334,-31.0683345794678,"629",99.1555938720703,334.31999206543
"179","641",55.7708333333332,43.0208333333334,111.281661987305,"127",45.8978233337402,447.360000610352
"180","644",80.3958333333331,42.6458333333334,18.1150007247925,"351",62.0400428771973,420.839996337891
"181","645",93.7708333333331,45.8958333333334,-29.4633340835571,"159",81.7900390625,416.559982299805
"182","648",99.0624999999998,39.5208333333334,57.0766639709473,"132",97.312370300293,472.840003967285
"183","649",94.6458333333331,38.4791666666667,4.35666531324387,"70",103.823394775391,446.360015869141
"184","653",81.8124999999998,57.1458333333334,-1.38000190258026,"468",47.5179405212402,476.839981079102
"185","655",91.2708333333331,38.5208333333334,28.4866642951965,"43",95.990234375,423.519973754883
"186","661",107.604166666666,32.3125,134.650001525879,"1015",71.5205993652344,294.96000289917
"187","662",64.6458333333332,37.3541666666667,169.838333129883,"206",94.0282516479492,427.840003967285
"188","663",63.9374999999998,26.3125,245.563335418701,"204",86.0662994384766,331.879997253418
"189","666",107.895833333333,41.6458333333334,45.6399965286255,"180",103.901176452637,463.920021057129
"190","667",136.6875,46.7708333333334,-31.468334197998,"974",70.2264556884766,518.79997253418
"191","669",92.6874999999998,35.6458333333334,-48.4499979019165,"215",113.568809509277,372.080001831055
"192","675",56.0624999999998,41.6041666666667,129.433336257935,"123",52.5361289978027,437.719993591309
"193","684",95.3124999999998,36.3125,43.8666677474976,"59",92.1393356323242,415.719985961914
"194","688",70.2708333333332,51.1041666666667,27.3899984359741,"280",36.5198211669922,487.119979858398
"195","691",121.0625,57.8958333333334,-82.6500034332275,"460",83.8410873413086,588.119964599609
"196","693",42.3958333333332,35.1041666666667,223.971672058105,"223",87.3246688842773,386.240005493164
"197","694",89.2291666666665,38.6041666666667,-3.53000074625015,"89",113.560829162598,423.639984130859
"198","696",66.8958333333332,26.0208333333334,240.388336181641,"468",130.261978149414,306.679992675781
"199","698",106.354166666666,38.0625,93.4833335876465,"220",97.8252334594727,435.200004577637
"200","704",60.9791666666665,34.1458333333334,182.513332366943,"215",97.8514633178711,388.959999084473
"201","717",91.8124999999998,33.6041666666667,-52.8183317184448,"350",119.042274475098,366.599998474121
"202","722",48.2291666666665,46.5208333333334,96.7916679382324,"204",16.4121990203857,391.679992675781
"203","724",69.6874999999998,55.3125,10.4666662216187,"372",52.0871200561523,459.599990844727
"204","727",68.8124999999998,60.0625,-5.25499999523163,"527",45.3834800720215,475.799980163574
"205","728",98.3541666666664,48.0625,-83.1466674804688,"278",100.646705627441,472.439994812012
"206","730",65.6041666666665,44.2291666666667,115.036668777466,"132",52.7046279907227,481.240005493164
"207","731",134.895833333333,47.3541666666667,16.6466665267944,"756",78.0368804931641,517.919998168945
"208","738",48.8124999999999,56.7708333333334,28.568332195282,"505",37.6150703430176,398.759994506836
"209","739",45.9791666666665,37.1041666666667,129.419994354248,"372",72.8747177124023,373.400001525879
"210","743",119.395833333333,49.2708333333334,-12.1733343601227,"333",120.043525695801,573.240013122559
"211","749",49.3958333333332,63.2708333333334,-4.58333343267441,"589",29.5475387573242,414.759979248047
"212","755",55.7708333333332,30.1041666666667,136.751670837402,"147",91.3133850097656,373.439979553223
"213","756",98.7291666666664,47.6875,-78.5766649246216,"235",108.18872833252,476.399993896484
"214","757",69.1458333333332,41.5625,142.960004806519,"474",63.6904792785645,415.400009155273
"215","758",107.5625,51.3125,-19.1849994659424,"310",108.276840209961,519.799995422363
"216","759",118.479166666666,60.5208333333334,-69.6700000762939,"305",75.1130752563477,611.159973144531
"217","763",63.6458333333332,42.5208333333334,117.126665115356,"141",58.130199432373,439.000015258789
"218","767",89.1874999999998,34.1458333333334,-65.9083318710327,"267",118.418121337891,367.400016784668
"219","768",73.4374999999998,55.2291666666667,11.4649999141693,"389",48.2606468200684,465.68000793457
"220","769",85.6041666666665,45.9791666666667,87.3383331298828,"135",46.0634689331055,533.160018920898
"221","772",99.3541666666664,35.2708333333334,-42.0699977874756,"403",96.6481628417969,367.679977416992
"222","775",135.479166666666,51.1041666666667,-25.4683327674866,"647",88.5034408569336,547.919998168945
"223","778",134.854166666666,49.4375,1.52999952435493,"731",86.5218734741211,551.839981079102
"224","785",100.0625,37.3125,1.19666770100594,"374",106.352752685547,377.880020141602
"225","788",31.9374999999999,59.0208333333334,38.0666661262512,"644",29.7255039215088,348.680000305176
"226","789",73.6041666666665,63.4791666666667,-41.5466642379761,"529",44.3366584777832,482.040023803711
"227","790",60.3958333333332,41.6041666666667,127.915000915527,"101",59.9802742004395,431.199989318848
"228","791",58.3124999999998,30.8125,251.768341064453,"134",98.868537902832,371.040000915527
"229","798",37.8124999999999,55.7708333333334,50.9216642379761,"666",33.0474472045898,337.239990234375
"230","800",67.3541666666665,32.7708333333334,96.5799999237061,"232",107.018379211426,446.920013427734
"231","801",70.0624999999998,29.5208333333334,262.684993743896,"243",101.865577697754,376.640014648438
"232","808",118.1875,41.9791666666667,58.1549978256226,"434",114.162338256836,453.560028076172
"233","809",113.229166666666,43.4791666666667,40.9033298492432,"195",112.386184692383,519.84001159668
"234","815",80.7708333333331,54.9375,6.38000011444092,"385",48.6786956787109,461.079978942871
"235","820",59.5208333333332,66.4791666666667,-42.7516651153564,"491",35.7991409301758,451.839981079102
"236","822",80.3124999999998,32.2291666666667,-63.7550020217896,"142",142.788436889648,373.240013122559
"237","824",92.9791666666665,49.9791666666667,-22.0766639709473,"176",84.1239242553711,650.279998779297
"238","825",85.5208333333331,47.3125,8.75166654586792,"367",45.8324737548828,390.240020751953
"239","826",81.6874999999998,36.1875,17.6100015640259,"34",96.2253723144531,381.159973144531
"240","832",78.7291666666665,37.4791666666667,126.844997406006,"26",61.4604415893555,472.240028381348
"241","835",43.4374999999999,42.4375,72.1633338928223,"1201",11.4553365707397,283.959999084473
"242","840",113.8125,57.4375,-61.1316680908203,"463",77.7056045532227,565.480003356934
"243","843",58.5208333333332,30.2708333333334,248.871669769287,"136",97.5018310546875,359.160003662109
"244","844",39.7708333333332,61.9375,14.5983326435089,"664",28.4359664916992,382.360000610352
"245","846",95.6458333333331,62.4791666666667,-79.3066692352295,"546",40.446533203125,575.840034484863
"246","850",83.3958333333331,61.3125,-37.1933341026306,"591",38.6735382080078,518.359985351562
"247","858",127.979166666666,44.2291666666667,18.8066649436951,"653",100.728286743164,496.399993896484
"248","861",75.5208333333331,48.1041666666667,30.220000743866,"217",33.025447845459,505.919990539551
"249","863",77.8541666666665,38.5625,129.938335418701,"34",60.7565307617188,482.360000610352
"250","866",69.0624999999998,34.3125,104.436664581299,"315",91.5109634399414,430.400009155273
"251","867",83.5624999999998,46.8125,48.0783319473267,"275",44.4093399047852,455.599975585938
"252","869",108.270833333333,61.8958333333334,-74.375,"353",47.981128692627,610.240020751953
"253","870",64.6874999999998,48.1041666666667,63.1316661834717,"157",22.9503707885742,517.999992370605
"254","871",86.1458333333331,57.5625,-1.64333373308182,"480",46.9386177062988,471.240005493164
"255","872",53.9791666666665,36.4375,92.2833347320557,"206",61.9150199890137,367.840003967285
"256","875",37.0208333333332,60.6041666666667,26.986665725708,"635",34.7656784057617,366.839981079102
"257","877",53.3541666666665,54.8541666666667,34.6683311462402,"485",32.6943321228027,418.079986572266
"258","879",127.354166666666,42.8958333333334,41.4383363723755,"704",96.5565567016602,494.119987487793
"259","883",45.4791666666665,44.1458333333334,111.31667137146,"355",34.6447677612305,380.120010375977
"260","888",113.145833333333,53.1458333333334,-47.2183322906494,"377",115.292327880859,557.000007629395
"261","894",126.3125,46.8958333333334,28.6333322525024,"503",111.351333618164,518.919982910156
"262","896",70.5208333333332,34.9375,103.368330001831,"776",81.4512710571289,317.639999389648
"263","897",75.7708333333331,32.4375,220.074996948242,"1746",112.000434875488,311.28002166748
"264","898",49.6874999999999,36.2708333333334,131.461668014526,"309",70.7883987426758,384.599990844727
"265","905",68.0208333333332,36.6875,181.476669311523,"182",94.7250747680664,435.160026550293
"266","909",64.2708333333332,58.4791666666667,10.8133339881897,"505",51.1544647216797,458.280029296875
"267","913",114.5625,48.8958333333334,7.15666711330414,"269",122.942649841309,534.440002441406
"268","921",88.9374999999998,55.5625,4.74499881267548,"497",55.4490928649902,429.23999786377
"269","922",115.729166666666,57.5208333333334,-64.0950012207031,"408",90.9973602294922,587.200012207031
"270","923",100.5625,61.8541666666667,-66.5749979019165,"398",49.478816986084,612.760009765625
"271","924",88.4374999999998,64.8541666666667,-65.004997253418,"574",35.3268165588379,536.959991455078
"272","926",68.1041666666665,66.8958333333334,-56.855001449585,"416",41.0209617614746,424.84001159668
"273","931",88.8541666666665,48.3958333333334,-49.7399997711182,"167",75.8707733154297,458.440017700195
"274","935",96.8124999999998,55.8958333333334,-9.49833273887634,"441",63.7177314758301,484.400024414062
"275","936",124.854166666666,57.9791666666667,-68.7216663360596,"595",63.4607772827148,540.599975585938
"276","938",84.6874999999998,49.9375,4.77833271026611,"535",51.3846282958984,421.520004272461
"277","939",98.9374999999998,47.2291666666667,-56.2200021743774,"204",110.604904174805,468.320007324219
"278","940",54.8124999999998,50.0208333333334,56.2199974060059,"263",19.2880020141602,475.800018310547
"279","942",111.5625,26.9375,172.409992218018,"1376",48.1805000305176,302.000007629395
"280","944",87.8958333333331,56.8958333333334,2.36500009894371,"463",51.5883598327637,457.760009765625
"281","950",73.6458333333331,63.0625,-37.8666663169861,"537",43.5678062438965,490
"282","957",65.5208333333332,43.1875,126.125001907349,"139",56.6475944519043,462.560005187988
"283","975",97.4791666666665,48.2291666666667,-58.2966661453247,"230",105.758117675781,500.439987182617
"284","978",137.979166666666,50.7291666666667,-7.003333568573,"579",67.2765121459961,567.480010986328
"285","979",132.5625,45.8541666666667,35.806667804718,"559",83.3457260131836,502.159996032715
"286","982",49.8541666666665,63.2291666666667,-6.51833295822144,"591",30.5967388153076,408.079986572266
"287","989",85.4374999999998,45.3541666666667,91.6749954223633,"121",48.5816078186035,562.280006408691
"288","990",93.3958333333331,40.8958333333334,79.9516677856445,"38",79.8179779052734,473.239974975586
"289","993",87.0208333333331,54.0625,16.3850009441376,"589",41.4516296386719,445.999984741211
"290","994",53.5624999999998,47.0208333333334,91.7016696929932,"145",17.0780124664307,472.840003967285
"291","995",47.2708333333332,39.0208333333334,118.454999923706,"484",40.8282089233398,346.119995117188
"292","998",73.8958333333331,27.3541666666667,260.801658630371,"320",148.25553894043,348.79997253418
"293","999",101.4375,44.1041666666667,63.0299997329712,"87",112.659713745117,529.560012817383
"294","1005",64.7291666666665,43.9375,116.696662902832,"118",51.2941703796387,479.84001159668
"295","1006",82.7291666666665,44.6875,94.1450023651123,"182",40.675651550293,529.640007019043
"296","1011",126.979166666666,41.1458333333334,33.4783339500427,"893",99.180290222168,477.400016784668
"297","1016",128.770833333333,50.5208333333334,-7.08833336830139,"555",93.9147033691406,575.559997558594
"298","1025",62.5624999999998,38.3541666666667,168.45832824707,"143",79.5341644287109,437.000007629395
"299","1035",86.3541666666665,64.6041666666667,-61.3983297348022,"561",34.1691627502441,543.239974975586
"300","1036",125.645833333333,46.6458333333334,32.4600005149841,"462",119.807182312012,529.680023193359
"301","1037",51.5624999999998,59.1458333333334,15.9116685390472,"617",32.8778419494629,410.400009155273
"302","1039",57.8124999999998,30.1875,218.016662597656,"137",96.6722564697266,346.759986877441
"303","1041",35.1458333333332,38.3125,112.609996795654,"400",48.9164848327637,353.079986572266
"304","1045",34.3958333333332,58.6041666666667,36.0516667366028,"655",31.7549076080322,356.119995117188
"305","1048",65.6874999999998,32.2291666666667,110.446662902832,"259",109.241638183594,421.599998474121
"306","1049",51.6041666666665,48.8541666666667,79.7650003433228,"187",16.3550109863281,473.759994506836
"307","1050",119.395833333333,49.0208333333334,-15.0833332538605,"332",121.218551635742,568.79997253418
